play_id,game_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,home_wp_post,away_wp_post,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name,lateral_receiver_player_id,lateral_receiver_player_name,lateral_rusher_player_id,lateral_rusher_player_name,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv
3796,2009091304,CLE,MIN,CLE,home,MIN,CLE,59,13-09-2009,124,124,124,Half2,0,24,0,4,2,0,02:04,CLE 41,10,38,"(2:04) (No Huddle, Shotgun) B.Quinn pass short left to J.Lewis to MIN 42 for 17 yards (B.Sapp) [B.Robison].",pass,17,1,1,1,0,0,0,short,left,0,17,,,,,,,3,3,0,,,3,3,12,34,12,34,-22,12,34,-22,0.462017236,0.065830633,0.000898313,0.097141296,0.159768774,0.001983584,0.212360163,0,0,1.090517033,1.3298741,-20.53347152,20.53347152,-10.9116538,10.9116538,-16.55755212,16.55755212,-0.101932446,1.431806546,-0.101932446,1.431806546,-3.876631762,3.876631762,-0.277202196,0.277202196,7.196319737,-7.196319737,-18.21504621,18.21504621,0.001884495,0.998115505,0.001884495,0.998115505,0.000927006,0.002811501,0.997188499,-0.183025461,0.183025461,-0.432420835,0.432420835,-0.000117705,0.00104471,-0.000117705,0.00104471,-0.091577568,0.091577568,-0.244594998,0.244594998,-0.032757843,0.032757843,-0.353461342,0.353461342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0025409,B.Quinn,00-0019693,J.Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0025489,B.Robison,,,,,,,,,MIN,,00-0022352,,B.Sapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
3820,2009091304,CLE,MIN,,,,CLE,,13-09-2009,116,116,116,Half2,0,24,0,4,,,01:56,CLE 41,0,38,Two-Minute Warning,,0,0,0,,0,0,0,,,,,,,,,,,3,3,,,,,,12,34,,,,,,,0,0,0,0,0,0,0,0,0,,,-20.53347152,20.53347152,-10.9116538,10.9116538,-16.55755212,16.55755212,,,,,-3.876631762,3.876631762,-0.277202196,0.277202196,7.196319737,-7.196319737,-18.21504621,18.21504621,,,,,0,,,-0.183025461,0.183025461,-0.432420835,0.432420835,,,,,-0.091577568,0.091577568,-0.244594998,0.244594998,-0.032757843,0.032757843,-0.353461342,0.353461342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,
3837,2009091304,CLE,MIN,CLE,home,MIN,MIN,42,13-09-2009,116,116,116,Half2,0,24,0,4,1,0,01:56,MIN 42,10,43,(1:56) (Shotgun) B.Quinn pass short middle to M.Furrey to MIN 37 for 5 yards (H.Farwell).,pass,5,1,0,1,0,0,0,short,middle,7,-2,,,,,,,3,3,0,,,3,3,12,34,12,34,-22,12,34,-22,0.396307736,0.030886638,0.000217035,0.022337122,0.294576871,0.000721568,0.254953031,0,0,2.420391133,-0.008395794,-20.54186732,20.54186732,-10.9116538,10.9116538,-16.56594791,16.56594791,0.016940144,-0.025335938,0.016940144,-0.025335938,-3.859691617,3.859691617,-0.302538134,0.302538134,7.213259881,-7.213259881,-18.24038215,18.24038215,0.002811501,0.997188499,0.002811501,0.997188499,-0.000229556,0.002581944,0.997418056,-0.183025461,0.183025461,-0.432650392,0.432650392,-9.36E-05,-0.000135923,-9.36E-05,-0.000135923,-0.091671201,0.091671201,-0.244730921,0.244730921,-0.032851476,0.032851476,-0.353597265,0.353597265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0025409,B.Quinn,00-0019281,M.Furrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,,00-0023215,,H.Farwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
3861,2009091304,CLE,MIN,CLE,home,MIN,MIN,37,13-09-2009,97,97,97,Half2,0,24,0,4,2,0,01:37,MIN 37,5,54,"(1:37) (No Huddle, Shotgun) B.Quinn pass short right to M.Furrey to MIN 26 for 11 yards (K.Paymah).",pass,11,1,1,1,0,0,0,short,right,0,11,,,,,,,3,3,0,,,3,3,12,34,12,34,-22,12,34,-22,0.393086784,0.028820173,0.000235151,0.020842442,0.3126687,0.00072202,0.24362473,0,0,2.411995339,0.575350117,-19.9665172,19.9665172,-10.9116538,10.9116538,-15.9905978,15.9905978,-0.406038349,0.981388467,-0.406038349,0.981388467,-4.265729967,4.265729967,0.678850333,-0.678850333,6.807221532,-6.807221532,-17.25899368,17.25899368,0.002581944,0.997418056,0.002581944,0.997418056,0.000825393,0.003407337,0.996592663,-0.183025461,0.183025461,-0.431824999,0.431824999,-0.000177113,0.001002506,-0.000177113,0.001002506,-0.091848314,0.091848314,-0.243728416,0.243728416,-0.033028589,0.033028589,-0.35259476,0.35259476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0025409,B.Quinn,00-0019281,M.Furrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,,00-0023511,,K.Paymah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
3885,2009091304,CLE,MIN,CLE,home,MIN,MIN,26,13-09-2009,74,74,74,Half2,0,24,0,4,1,0,01:14,MIN 26,10,44,"(1:14) (No Huddle, Shotgun) B.Quinn pass short middle to J.Cribbs to MIN 20 for 6 yards (A.Winfield). PENALTY on CLE, Offensive Holding, 10 yards, enforced at MIN 26 - No Play.",no_play,0,1,1,0,0,0,0,,,,,,,,,,,3,3,0,,,3,3,12,34,12,34,-22,12,34,-22,0.314555618,0.020155156,5.38E-05,0.014518841,0.350509114,0.000685785,0.299521652,0,0,2.987345457,-0.600778034,-20.56729523,20.56729523,-10.9116538,10.9116538,-15.9905978,15.9905978,,,0,0,-4.265729967,4.265729967,0.678850333,-0.678850333,6.807221532,-6.807221532,-17.25899368,17.25899368,0.003407337,0.996592663,0.003407337,0.996592663,0.000314612,0.003721949,0.996278051,-0.183025461,0.183025461,-0.431824999,0.431824999,,,0,0,-0.091848314,0.091848314,-0.243728416,0.243728416,-0.033028589,0.033028589,-0.35259476,0.35259476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,CLE,0,,10,0,,Offensive Holding,0,0,0,0
3932,2009091304,CLE,MIN,CLE,home,MIN,MIN,36,13-09-2009,68,68,68,Half2,0,24,0,4,1,0,01:08,MIN 36,20,62,(1:08) B.Quinn pass short right to M.Massaquoi to MIN 18 for 18 yards (H.Farwell).,pass,18,0,0,1,0,0,0,short,right,14,4,,,,,,,3,3,0,,,3,3,12,34,12,34,-22,12,34,-22,0.390596038,0.027166451,0.000135378,0.019583026,0.332062301,0.000793166,0.22966364,0,0,2.386567423,0.838000734,-19.7292945,19.7292945,-10.9116538,10.9116538,-15.15259706,15.15259706,0.328000247,0.510000487,0.328000247,0.510000487,-3.93772972,3.93772972,1.188850819,-1.188850819,7.135221779,-7.135221779,-16.74899319,16.74899319,0.003721949,0.996278051,0.003721949,0.996278051,0.001303281,0.00502523,0.99497477,-0.183025461,0.183025461,-0.430521718,0.430521718,0.00098089,0.000322391,0.00098089,0.000322391,-0.090867424,0.090867424,-0.243406025,0.243406025,-0.0320477,0.0320477,-0.352272369,0.352272369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0025409,B.Quinn,00-0027026,M.Massaquoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,,00-0023215,,H.Farwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
3956,2009091304,CLE,MIN,CLE,home,MIN,MIN,36,13-09-2009,59,59,59,Half2,0,24,0,4,,0,00:59,MIN 36,0,62,Timeout #1 by CLE at 00:59.,no_play,0,0,0,0,0,0,0,,,,,,,,,,,2,3,1,CLE,,2,3,12,34,12,34,-22,12,34,-22,0,0,0,0,0,0,0,0,0,3.224568156,0,-19.7292945,19.7292945,-10.9116538,10.9116538,-15.15259706,15.15259706,,,0,0,-3.93772972,3.93772972,1.188850819,-1.188850819,7.135221779,-7.135221779,-16.74899319,16.74899319,0.00502523,0.99497477,0.00502523,0.99497477,0,0.00502523,0.99497477,-0.183025461,0.183025461,-0.430521718,0.430521718,,,0,0,-0.090867424,0.090867424,-0.243406025,0.243406025,-0.0320477,0.0320477,-0.352272369,0.352272369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
3973,2009091304,CLE,MIN,CLE,home,MIN,MIN,18,13-09-2009,59,59,59,Half2,0,24,0,4,2,0,00:59,MIN 18,2,80,"(:59) (Shotgun) B.Quinn sacked at MIN 26 for -8 yards (R.Edwards, B.Leber).",pass,-8,1,0,1,0,0,0,,,,,,,,,,,2,3,0,,,2,3,12,34,12,34,-22,12,34,-22,0.277914408,0.015273876,4.28E-05,0.010859142,0.380438808,0.000624692,0.314846235,0,0,3.224568156,-1.083526889,-20.81282139,20.81282139,-10.9116538,10.9116538,-16.23612395,16.23612395,,,0,0,-3.93772972,3.93772972,1.188850819,-1.188850819,7.135221779,-7.135221779,-16.74899319,16.74899319,0.00502523,0.99497477,0.00502523,0.99497477,0.009184909,0.014210138,0.985789862,-0.183025461,0.183025461,-0.421336809,0.421336809,,,0,0,-0.090867424,0.090867424,-0.243406025,0.243406025,-0.0320477,0.0320477,-0.352272369,0.352272369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,00-0025409,B.Quinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0024342,R.Edwards,,,00-0024342,R.Edwards,,,,,,,,,,,,,,,00-0024342,R.Edwards,MIN,00-0021197,B.Leber,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
3992,2009091304,CLE,MIN,CLE,home,MIN,MIN,26,13-09-2009,35,35,35,Half2,0,24,1,4,3,0,00:35,MIN 26,10,80,"(:35) (No Huddle, Shotgun) B.Quinn pass deep middle to R.Royal for 26 yards, TOUCHDOWN.",pass,26,1,1,1,0,0,0,deep,middle,24,2,,,,,,,2,3,0,,CLE,2,3,18,34,12,34,-22,18,34,-16,0.388253484,0.024974245,0.000172025,0.019075135,0.404649081,0.00084909,0.16202694,0,0,2.141041268,4.858958732,-15.95386265,15.95386265,-10.9116538,10.9116538,-11.37716522,11.37716522,1.992578368,2.866380365,1.992578368,2.866380365,-1.945151352,1.945151352,4.055231184,-4.055231184,9.127800146,-9.127800146,-13.88261283,13.88261283,0.014210138,0.985789862,0.014210138,0.985789862,0.017441446,0.031651584,0.968348416,-0.183025461,0.183025461,-0.403895363,0.403895363,0.003467936,0.01397351,0.003467936,0.01397351,-0.087399489,0.087399489,-0.229432514,0.229432514,-0.028579764,0.028579764,-0.338298858,0.338298858,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0025409,B.Quinn,00-0021273,R.Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
4012,2009091304,CLE,MIN,CLE,home,MIN,MIN,2,13-09-2009,28,28,28,Half2,0,24,1,4,,0,00:28,MIN 2,0,80,"P.Dawson extra point is GOOD, Center-R.Pontbriand, Holder-D.Zastudil.",extra_point,0,0,0,0,0,0,0,,,,,,,,20,good,,2,3,0,,,2,3,19,34,18,34,-16,19,34,-15,0,0,0,0,0,0,0,0.9907954,0,0.9907954,0.0092046,-15.94465806,15.94465806,-10.9116538,10.9116538,-11.37716522,11.37716522,,,0,0,-1.945151352,1.945151352,4.055231184,-4.055231184,9.127800146,-9.127800146,-13.88261283,13.88261283,0.031651584,0.968348416,0.031651584,0.968348416,-0.02155138,0.010100204,0.989899796,-0.183025461,0.183025461,-0.403895363,0.403895363,,,0,0,-0.087399489,0.087399489,-0.229432514,0.229432514,-0.028579764,0.028579764,-0.338298858,0.338298858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,P.Dawson,00-0004091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
4028,2009091304,CLE,MIN,MIN,away,CLE,CLE,30,13-09-2009,28,28,28,Half2,0,25,0,4,,0,00:28,CLE 30,0,-1,(Onside Kick formation) P.Dawson kicks onside 25 yards from CLE 30 to MIN 45. S.Rice to MIN 45 for no gain (M.Adams).,kickoff,0,0,0,0,0,0,0,,,,,,,,25,,,2,3,0,,,3,2,19,34,34,19,15,34,19,15,0.735897506,0.042597861,0.002969381,0.030875921,0.098720077,0.000407049,0.088532204,0,0,0.566835967,-0.566835967,-15.37782209,15.37782209,-10.9116538,10.9116538,-11.37716522,11.37716522,,,0,0,-1.945151352,1.945151352,4.055231184,-4.055231184,9.127800146,-9.127800146,-13.88261283,13.88261283,0.989899796,0.010100204,0.010100204,0.989899796,0.000257847,0.009842358,0.990157642,-0.183025461,0.183025461,-0.403895363,0.403895363,,,0,0,-0.087399489,0.087399489,-0.229432514,0.229432514,-0.028579764,0.028579764,-0.338298858,0.338298858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,S.Rice,00-0025431,,,,,P.Dawson,00-0004091,,,,,,,,,,,,,,,,,,,CLE,,00-0022247,,M.Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,0,,,,,0,,,0,0,0,0
4050,2009091304,CLE,MIN,MIN,away,CLE,MIN,55,13-09-2009,28,28,28,Half2,0,25,0,4,1,0,00:28,MIN 45,10,-1,(:28) T.Jackson kneels to MIN 44 for -1 yards.,qb_kneel,-1,0,0,0,1,0,0,,,,,,,,,,,2,3,0,,,3,2,19,34,34,19,15,34,19,15,1,0,0,0,0,0,0,0,0,0,,-15.37782209,15.37782209,-10.9116538,10.9116538,-11.37716522,11.37716522,,,0,0,-1.945151352,1.945151352,4.055231184,-4.055231184,9.127800146,-9.127800146,-13.88261283,13.88261283,0.990157642,0.009842358,0.009842358,0.990157642,0.009842358,0,1,-0.183025461,0.183025461,-0.403895363,0.403895363,,,0,0,-0.087399489,0.087399489,-0.229432514,0.229432514,-0.028579764,0.028579764,-0.338298858,0.338298858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,00-0024279,T.Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
4071,2009091304,CLE,MIN,,,,MIN,,13-09-2009,0,0,0,Half2,1,25,0,4,,,00:00,MIN 45,0,-1,END GAME,,0,0,0,,0,0,0,,,,,,,,,,,2,3,,,,,,19,34,,,,,,,0,0,0,0,0,0,0,0,0,,,-15.37782209,15.37782209,-10.9116538,10.9116538,-11.37716522,11.37716522,,,,,-1.945151352,1.945151352,4.055231184,-4.055231184,9.127800146,-9.127800146,-13.88261283,13.88261283,,,0,1,0,0,1,-0.183025461,0.183025461,-0.403895363,0.403895363,,,,,-0.087399489,0.087399489,-0.229432514,0.229432514,-0.028579764,0.028579764,-0.338298858,0.338298858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,
35,2009091307,NO,DET,NO,home,DET,DET,30,13-09-2009,900,1800,3600,Half1,0,1,0,1,,0,15:00,DET 30,0,0,J.Hanson kicks 66 yards from DET 30 to NO 4. R.Meachem to NO 46 for 42 yards (D.Bing).,kickoff,0,0,0,0,0,0,0,,,,,,,,66,,,3,3,0,,,3,3,0,0,,,,0,0,0,0.001506327,0.179748786,0.006639108,0.281137706,0.213700143,0.003592313,0.313675617,0,0,0.323525854,2.322351194,2.322351194,-2.322351194,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,R.Meachem,00-0025414,,,,,J.Hanson,00-0006800,,,,,,,,,,,,,,,,,,,DET,,00-0024316,,D.Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,42,,,,,0,,,0,0,0,0
57,2009091307,NO,DET,NO,home,DET,NO,54,13-09-2009,894,1794,3594,Half1,0,1,0,1,1,0,14:54,NO 46,10,45,(14:54) D.Brees pass short left to D.Henderson to DET 40 for 14 yards (L.Delmas).,pass,14,0,0,1,0,0,0,short,left,4,10,,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.000871536,0.097414969,0.00074786,0.15174783,0.306183286,0.003587802,0.439446717,0,0,2.645877047,0.907511227,3.229862421,-3.229862421,0,0,0.907511227,-0.907511227,-0.320279402,1.22779063,-0.320279402,1.22779063,-0.320279402,0.320279402,1.22779063,-1.22779063,-0.320279402,0.320279402,1.22779063,-1.22779063,0.556123786,0.443876214,0.556123786,0.443876214,0.032099543,0.588223329,0.411776671,0,0,0.032099543,-0.032099543,-0.009798512,0.041898055,-0.009798512,0.041898055,-0.009798512,0.009798512,0.041898055,-0.041898055,-0.009798512,0.009798512,0.041898055,-0.041898055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0020531,D.Brees,00-0022929,D.Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,,00-0027009,,L.Delmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
81,2009091307,NO,DET,NO,home,DET,DET,40,13-09-2009,855,1755,3555,Half1,0,1,0,1,1,0,14:15,DET 40,10,45,(14:15) (Shotgun) D.Brees pass deep left to R.Bush pushed ob at DET 14 for 26 yards (L.Foote).,pass,26,1,0,1,0,0,0,deep,left,25,1,,,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.000692169,0.064590022,0.0002127,0.100260131,0.343445579,0.003305572,0.487493826,0,0,3.553388275,1.007400579,4.237263,-4.237263,0,0,1.914911807,-1.914911807,0.979355615,0.028044964,0.979355615,0.028044964,0.659076213,-0.659076213,1.255835594,-1.255835594,0.659076213,-0.659076213,1.255835594,-1.255835594,0.588223329,0.411776671,0.588223329,0.411776671,0.03636706,0.624590388,0.375409612,0,0,0.068466603,-0.068466603,0.03402613,0.002340929,0.03402613,0.002340929,0.024227619,-0.024227619,0.044238984,-0.044238984,0.024227619,-0.024227619,0.044238984,-0.044238984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0020531,D.Brees,00-0024217,R.Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,,00-0021246,,L.Foote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
105,2009091307,NO,DET,NO,home,DET,DET,14,13-09-2009,825,1725,3525,Half1,0,1,0,1,1,0,13:45,DET 14,10,45,"(13:45) M.Bell right guard to DET 9 for 5 yards (G.Jackson, A.Henry).",run,5,0,0,0,0,0,0,,,,,right,guard,,,,,3,3,0,,,3,3,0,0,0,0,0,0,0,0,0.000347584,0.027559742,1.89E-05,0.042568364,0.388014772,0.002598946,0.538891734,0,0,4.560788854,-0.124680208,4.112582793,-4.112582793,-0.124680208,0.124680208,1.914911807,-1.914911807,,,0,0,0.659076213,-0.659076213,1.255835594,-1.255835594,0.659076213,-0.659076213,1.255835594,-1.255835594,0.624590388,0.375409612,0.624590388,0.375409612,-0.002022237,0.622568152,0.377431848,-0.002022237,0.002022237,0.068466603,-0.068466603,,,0,0,0.024227619,-0.024227619,0.044238984,-0.044238984,0.024227619,-0.024227619,0.044238984,-0.044238984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,00-0024011,M.Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0008124,G.Jackson,DET,00-0020329,A.Henry,DET,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0
